property_name,bhk,sale_price,rent_price,area_sqft,price_per_sqft,micro_market,city,source,listing_url,gross_rental_yield,source_count,affordability_index
L&T Residency,1 BHK,13070541,29742,415,31731,Chembur,Mumbai,99acres,https://www.99acres.com/property/6189841,2.73,2,98.47
Lodha Enclave,2 BHK,31900313,74801,1027,32382,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/2906115,2.81,1,100.49
Oberoi Enclave,1 BHK,14753090,40879,475,31278,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/6874626,3.33,1,97.07
Hiranandani Nest,1 BHK,13675867,30298,420,32017,Chembur,Mumbai,Housing.com,https://housing.com/buy/1919700,2.66,1,99.36
Kalpataru Phase 1,4 BHK,104321443,282411,3089,32623,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/9353363,3.25,1,101.24
Shapoorji Phase 1,2 BHK,24749938,54595,741,32268,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/8564869,2.65,1,100.14
Godrej Bliss,2 BHK,39358788,111661,1179,32547,Chembur,Mumbai,Housing.com,https://housing.com/buy/5833615,3.4,1,101.01
Kanakia Phase 3,2 BHK,34304383,91298,1052,31892,Chembur,Mumbai,99acres,https://www.99acres.com/property/4685179,3.19,1,98.97
Godrej Enclave,4 BHK,65625138,168193,2121,32263,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/3164760,3.08,1,100.13
Oberoi Crown,2 BHK,36021877,93866,1122,32264,Chembur,Mumbai,99acres,https://www.99acres.com/property/4863229,3.13,1,100.13
Mahindra Springs,2 BHK,25343624,73544,794,33025,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/7921293,3.48,2,102.49
Mahindra Springs,2 BHK,25343624,73544,794,33025,Chembur,Mumbai,Housing.com,https://housing.com/buy/8352605,3.48,2,102.49
Kalpataru Vista,2 BHK,30659291,87119,932,32472,Chembur,Mumbai,Housing.com,https://housing.com/buy/8196376,3.41,1,100.77
Mahindra Residency,3 BHK,42229577,110396,1355,32538,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/3628860,3.14,3,100.98
Mahindra Residency,3 BHK,42229577,110396,1355,32538,Chembur,Mumbai,99acres,https://www.99acres.com/property/5295630,3.14,3,100.98
Mahindra Residency,3 BHK,42229577,110396,1355,32538,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/6912487,3.14,3,100.98
Lodha Gardens,4 BHK,105239462,267240,3378,31632,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/330581,3.05,1,98.17
Dosti Crown,2 BHK,23223643,61302,705,32458,Chembur,Mumbai,99acres,https://www.99acres.com/property/1401166,3.17,1,100.73
Lodha Paradise,2 BHK,20370790,34464,658,31988,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/6332894,2.03,1,99.27
L&T Gardens,4 BHK,69622534,165128,2234,32337,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/3169033,2.85,1,100.36
Shapoorji Phase 2,2 BHK,28137109,76472,865,31935,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/5429612,3.26,1,99.11
Tata City,1 BHK,16951121,35198,537,32307,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/6176828,2.49,1,100.26
Oberoi Premia,3 BHK,47292774,95983,1476,32137,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/495425,2.44,1,99.73
Rustomjee Heights,3 BHK,47341925,117524,1436,32504,Chembur,Mumbai,Housing.com,https://housing.com/buy/8903149,2.98,1,100.87
Mahindra Regent,3 BHK,47776177,96546,1508,32540,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/3730756,2.42,1,100.99
Shapoorji Sapphire,2 BHK,29320071,64903,894,31828,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/8886038,2.66,2,98.78
Shapoorji Sapphire,2 BHK,29320071,64903,894,31828,Chembur,Mumbai,Housing.com,https://housing.com/buy/6791508,2.66,2,98.78
Kanakia Paradise,2 BHK,24834077,49380,771,32006,Chembur,Mumbai,Housing.com,https://housing.com/buy/1486288,2.39,1,99.33
Shapoorji Regent,2 BHK,25952375,75663,854,31590,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/7203027,3.5,3,98.04
Shapoorji Regent,2 BHK,25952375,75663,854,31590,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/5277981,3.5,3,98.04
Shapoorji Regent,2 BHK,25952375,75663,854,31590,Chembur,Mumbai,Housing.com,https://housing.com/buy/9154531,3.5,3,98.04
Runwal Residency,3 BHK,59539417,172681,1879,33217,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/4273469,3.48,1,103.09
Piramal Haven,1 BHK,15059307,34947,463,32474,Chembur,Mumbai,Housing.com,https://housing.com/buy/3179531,2.78,1,100.78
Hiranandani Phase 2,2 BHK,34625172,92779,1130,31775,Chembur,Mumbai,Housing.com,https://housing.com/buy/1137378,3.22,1,98.61
Tata City,3 BHK,46692597,109748,1374,32735,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/4797847,2.82,1,101.59
Kalpataru Haven,4 BHK,71849982,166336,2282,32112,Chembur,Mumbai,Housing.com,https://housing.com/buy/7753251,2.78,1,99.66
Lodha Gardens,2 BHK,28692721,80923,887,32854,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/5412488,3.38,1,101.96
Hiranandani Enclave,3 BHK,36346804,87207,1099,32969,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/4540496,2.88,2,102.32
Hiranandani Enclave,3 BHK,36346804,87207,1099,32969,Chembur,Mumbai,99acres,https://www.99acres.com/property/3492612,2.88,2,102.32
Mahindra City,3 BHK,42390150,80488,1404,31539,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/8330606,2.28,1,97.88
Piramal Meadows,4 BHK,64128720,177082,2102,31809,Chembur,Mumbai,99acres,https://www.99acres.com/property/9594360,3.31,1,98.72
Tata Greens,4 BHK,97718398,283678,3077,31464,Chembur,Mumbai,99acres,https://www.99acres.com/property/5332758,3.48,2,97.65
Tata Greens,4 BHK,97718398,283678,3077,31464,Chembur,Mumbai,Housing.com,https://housing.com/buy/1384308,3.48,2,97.65
Rustomjee Sapphire,3 BHK,61174653,140036,1991,32038,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/789518,2.75,1,99.43
Dosti Heights,4 BHK,64849566,124050,2043,31673,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/642263,2.3,1,98.29
Mahindra Luxuria,1 BHK,17798735,39477,572,32456,Chembur,Mumbai,Housing.com,https://housing.com/buy/188693,2.66,1,100.72
Mahindra Pinnacle,1 BHK,15639527,45428,493,31829,Chembur,Mumbai,Housing.com,https://housing.com/buy/4288554,3.49,1,98.78
Rustomjee Megapolis,1 BHK,18490905,33019,610,31861,Chembur,Mumbai,99acres,https://www.99acres.com/property/1406727,2.14,1,98.88
Rustomjee Grandeur,3 BHK,39157058,77057,1180,32056,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/1699628,2.36,2,99.48
Rustomjee Grandeur,3 BHK,39157058,77057,1180,32056,Chembur,Mumbai,Housing.com,https://housing.com/buy/2497135,2.36,2,99.48
Runwal Panorama,2 BHK,32666525,56200,987,31733,Chembur,Mumbai,Housing.com,https://housing.com/buy/2581027,2.06,1,98.48
Oberoi Regent,2 BHK,37358421,71295,1180,32566,Chembur,Mumbai,99acres,https://www.99acres.com/property/7352245,2.29,1,101.07
Shapoorji Bliss,4 BHK,104037195,235822,3154,32457,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/3615094,2.72,1,100.73
Dosti City,3 BHK,37883442,77976,1211,31622,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/512988,2.47,1,98.14
L&T Exotica,2 BHK,34638303,97766,1102,32622,Chembur,Mumbai,Housing.com,https://housing.com/buy/2490746,3.39,1,101.24
Kalpataru Towers,2 BHK,28375939,71024,834,32560,Chembur,Mumbai,Housing.com,https://housing.com/buy/6581657,3.0,1,101.05
Runwal City,3 BHK,61097653,132005,1829,31956,Chembur,Mumbai,Housing.com,https://housing.com/buy/7066214,2.59,1,99.17
Dosti Phase 1,2 BHK,29173085,58880,897,31609,Chembur,Mumbai,Housing.com,https://housing.com/buy/8834116,2.42,1,98.1
Oberoi Luxuria,2 BHK,24109037,45450,749,32449,Chembur,Mumbai,99acres,https://www.99acres.com/property/6527168,2.26,1,100.7
Hiranandani Meadows,3 BHK,33608301,67533,1058,32186,Chembur,Mumbai,Housing.com,https://housing.com/buy/4732717,2.41,1,99.89
Tata Towers,4 BHK,88818761,156163,2718,32300,Chembur,Mumbai,Housing.com,https://housing.com/buy/2270790,2.11,3,100.24
Tata Towers,4 BHK,88818761,156163,2718,32300,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/2083041,2.11,3,100.24
Tata Towers,4 BHK,88818761,156163,2718,32300,Chembur,Mumbai,99acres,https://www.99acres.com/property/3299751,2.11,3,100.24
Shapoorji Riviera,3 BHK,38833719,79045,1148,32510,Chembur,Mumbai,Housing.com,https://housing.com/buy/4761569,2.44,1,100.89
Dosti Haven,4 BHK,74738286,192564,2320,31546,Chembur,Mumbai,99acres,https://www.99acres.com/property/3284060,3.09,1,97.9
L&T Nest,3 BHK,62618272,125331,1891,32250,Chembur,Mumbai,Housing.com,https://housing.com/buy/9630556,2.4,1,100.09
Runwal Skyline,2 BHK,28128639,78070,825,33108,Chembur,Mumbai,Housing.com,https://housing.com/buy/1610399,3.33,1,102.75
Mahindra Phase 3,3 BHK,61480620,158656,1806,32706,Chembur,Mumbai,Housing.com,https://housing.com/buy/1500713,3.1,1,101.5
L&T Emerald,3 BHK,47204893,129182,1510,31252,Chembur,Mumbai,Housing.com,https://housing.com/buy/3965801,3.28,1,96.99
Lodha Heights,3 BHK,57493356,114163,1796,32094,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/7881183,2.38,1,99.6
Mahindra Exotica,2 BHK,28451213,62997,889,31883,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/4165885,2.66,1,98.95
Shapoorji Habitat,1 BHK,19590691,45478,627,32187,Chembur,Mumbai,99acres,https://www.99acres.com/property/4023961,2.79,1,99.89
Godrej Crown,3 BHK,31936810,74645,1032,31246,Chembur,Mumbai,99acres,https://www.99acres.com/property/2083469,2.8,1,96.97
Kalpataru Boulevard,4 BHK,98717210,233083,3002,31960,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/6574472,2.83,1,99.19
Tata Serenity,4 BHK,68134761,154806,2112,31630,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/6556867,2.73,1,98.16
Runwal Phase 1,1 BHK,13395461,23678,426,31466,Chembur,Mumbai,Housing.com,https://housing.com/buy/8375260,2.12,1,97.65
Mahindra Bliss,2 BHK,39253390,74009,1196,31605,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/798922,2.26,1,98.08
Godrej Towers,1 BHK,19986205,52074,602,32402,Chembur,Mumbai,Housing.com,https://housing.com/buy/7022780,3.13,2,100.56
Godrej Towers,1 BHK,19986205,52074,602,32402,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/2463265,3.13,2,100.56
Oberoi Sapphire,2 BHK,26909928,51090,846,31595,Chembur,Mumbai,Housing.com,https://housing.com/buy/239536,2.28,3,98.05
Oberoi Sapphire,2 BHK,26909928,51090,846,31595,Chembur,Mumbai,99acres,https://www.99acres.com/property/7495178,2.28,3,98.05
Oberoi Sapphire,2 BHK,26909928,51090,846,31595,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/3411182,2.28,3,98.05
Godrej Vista,2 BHK,36661879,69190,1104,32869,Chembur,Mumbai,Housing.com,https://housing.com/buy/7474761,2.26,1,102.01
Dosti Towers,1 BHK,21591092,37798,645,32585,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/8694731,2.1,1,101.12
Shapoorji Exotica,3 BHK,54874531,124127,1626,32676,Chembur,Mumbai,Housing.com,https://housing.com/buy/4268052,2.71,1,101.41
Rustomjee Springs,4 BHK,68091211,181594,2247,31254,Chembur,Mumbai,Housing.com,https://housing.com/buy/8477196,3.2,2,96.99
Rustomjee Springs,4 BHK,68091211,181594,2247,31254,Chembur,Mumbai,99acres,https://www.99acres.com/property/6791522,3.2,2,96.99
Dosti Vista,1 BHK,14042121,28301,417,32205,Chembur,Mumbai,99acres,https://www.99acres.com/property/2903036,2.42,1,99.95
Tata Panorama,3 BHK,61757507,165883,1929,32264,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/5119964,3.22,1,100.13
Wadhwa Luxuria,2 BHK,40690966,78581,1200,32723,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/8581692,2.32,1,101.55
Tata Phase 3,2 BHK,29871534,72769,973,31151,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/9343706,2.92,1,96.67
Hiranandani Heights,4 BHK,68960455,167064,2065,31822,Chembur,Mumbai,Housing.com,https://housing.com/buy/8114833,2.91,2,98.76
Hiranandani Heights,4 BHK,68960455,167064,2065,31822,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/4167070,2.91,2,98.76
Piramal Exotica,2 BHK,28317278,71551,872,32367,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/9973375,3.03,1,100.45
Lodha Phase 3,2 BHK,33385006,70008,1050,31626,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/354264,2.52,1,98.15
Runwal Boulevard,3 BHK,50035211,83583,1520,31898,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/7899812,2.0,1,98.99
Kalpataru Sapphire,4 BHK,101539202,247740,3084,32758,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/8915586,2.93,1,101.66
Kanakia Residency,1 BHK,18135775,51091,538,32601,Chembur,Mumbai,99acres,https://www.99acres.com/property/769438,3.38,1,101.17
Piramal Phase 3,2 BHK,19888108,33767,664,31468,Chembur,Mumbai,Housing.com,https://housing.com/buy/8960151,2.04,1,97.66
Kalpataru Vista,1 BHK,13567348,34996,431,32338,Chembur,Mumbai,99acres,https://www.99acres.com/property/8784035,3.1,1,100.36
Piramal Riviera,3 BHK,43876295,109103,1444,31756,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/2471406,2.98,1,98.55
Tata Enclave,4 BHK,95070464,246592,2976,31990,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/6628725,3.11,1,99.28
L&T Premia,4 BHK,110067866,264452,3491,31607,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/457811,2.88,1,98.09
Godrej Paradise,1 BHK,14688684,35324,471,32265,Chembur,Mumbai,Housing.com,https://housing.com/buy/2032891,2.89,1,100.13
Lodha Gardens,4 BHK,69256529,134913,2185,32277,Chembur,Mumbai,99acres,https://www.99acres.com/property/5161147,2.34,1,100.17
Dosti Gardens,2 BHK,37380037,89494,1154,31694,Chembur,Mumbai,99acres,https://www.99acres.com/property/5237410,2.87,1,98.36
Kalpataru Springs,3 BHK,32668617,85341,1049,32171,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/6836070,3.13,1,99.84
Wadhwa Riviera,3 BHK,54905763,123653,1798,31246,Chembur,Mumbai,99acres,https://www.99acres.com/property/3818498,2.7,1,96.97
Hiranandani Gardens,4 BHK,94557679,245356,3086,32077,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/9421623,3.11,1,99.55
Rustomjee Meadows,3 BHK,52666526,121396,1776,31208,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/5962850,2.77,2,96.85
Rustomjee Meadows,3 BHK,52666526,121396,1776,31208,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/2618502,2.77,2,96.85
Kanakia Meadows,2 BHK,26446139,45063,858,31656,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/8330484,2.04,1,98.24
Dosti Meadows,2 BHK,35437441,69529,1061,32337,Chembur,Mumbai,99acres,https://www.99acres.com/property/4626239,2.35,1,100.36
Wadhwa Exotica,2 BHK,23007061,41498,672,32882,Chembur,Mumbai,99acres,https://www.99acres.com/property/4944655,2.16,1,102.05
Lodha Bliss,3 BHK,59563725,147922,1734,32797,Chembur,Mumbai,Housing.com,https://housing.com/buy/2432569,2.98,1,101.78
Tata Regent,1 BHK,14918168,40239,483,32359,Chembur,Mumbai,99acres,https://www.99acres.com/property/3338991,3.24,1,100.42
Hiranandani Pinnacle,4 BHK,89829489,223660,2933,31687,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/1025715,2.99,1,98.34
Oberoi Crown,2 BHK,35541934,81257,1148,32451,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/2454570,2.74,1,100.71
Kanakia Emerald,3 BHK,46471698,123368,1424,32197,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/6198719,3.19,1,99.92
Kanakia Grandeur,3 BHK,39580790,92369,1280,31591,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/9961658,2.8,1,98.04
Rustomjee Gardens,1 BHK,12827757,29299,401,32057,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/4515092,2.74,1,99.49
Runwal Skyline,2 BHK,21303912,38986,660,32407,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/1958387,2.2,1,100.57
Rustomjee Pinnacle,3 BHK,36436609,100691,1124,32366,Chembur,Mumbai,Housing.com,https://housing.com/buy/8660889,3.32,2,100.45
Rustomjee Pinnacle,3 BHK,36436609,100691,1124,32366,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/3055567,3.32,2,100.45
Godrej Haven,3 BHK,61891093,162983,1981,31514,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/401627,3.16,1,97.8
Tata Phase 2,3 BHK,49292999,116091,1558,32502,Chembur,Mumbai,Housing.com,https://housing.com/buy/6574333,2.83,1,100.87
Mahindra Emerald,2 BHK,29682081,81589,926,31530,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/9217341,3.3,1,97.85
Mahindra Habitat,1 BHK,13718878,28961,412,33320,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/2597282,2.53,1,103.41
Rustomjee Exotica,3 BHK,46850891,78180,1462,31469,Chembur,Mumbai,Housing.com,https://housing.com/buy/1627493,2.0,1,97.66
Shapoorji Pinnacle,3 BHK,54164753,137922,1746,32571,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/2814961,3.06,1,101.08
Hiranandani Crown,3 BHK,36561282,62634,1098,32470,Chembur,Mumbai,Housing.com,https://housing.com/buy/5062277,2.06,1,100.77
Piramal Towers,4 BHK,72449855,197607,2316,31713,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/882784,3.27,1,98.42
Oberoi Phase 2,2 BHK,32604330,88977,975,32496,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/5466364,3.27,1,100.85
Piramal Enclave,3 BHK,59174946,163980,1769,32977,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/7325206,3.33,1,102.34
Godrej Haven,2 BHK,28794014,54534,872,33238,Chembur,Mumbai,99acres,https://www.99acres.com/property/4597965,2.27,1,103.15
L&T Springs,4 BHK,96634432,245603,2859,33295,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/2256203,3.05,1,103.33
Kanakia Phase 1,1 BHK,13718484,34442,426,32848,Chembur,Mumbai,99acres,https://www.99acres.com/property/5561609,3.01,1,101.94
Rustomjee Gardens,1 BHK,15138146,34922,471,32313,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/6422052,2.77,1,100.28
Oberoi Exotica,4 BHK,89267890,185706,2661,32414,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/3721294,2.5,1,100.59
Kanakia Luxuria,2 BHK,25021497,61986,800,32009,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/6928543,2.97,1,99.34
Godrej Premia,2 BHK,35913025,81123,1189,31791,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/5756071,2.71,1,98.66
Godrej Megapolis,4 BHK,109000848,244848,3492,31819,Chembur,Mumbai,99acres,https://www.99acres.com/property/1349790,2.7,1,98.75
Runwal Pinnacle,1 BHK,19310566,34776,566,32862,Chembur,Mumbai,99acres,https://www.99acres.com/property/4136561,2.16,2,101.98
Runwal Pinnacle,1 BHK,19310566,34776,566,32862,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/4602215,2.16,2,101.98
Dosti Skyline,1 BHK,16862094,35277,509,32129,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/6882907,2.51,1,99.71
Tata Greens,2 BHK,22554458,56202,736,31330,Chembur,Mumbai,Housing.com,https://housing.com/buy/8758889,2.99,2,97.23
Tata Greens,2 BHK,22554458,56202,736,31330,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/7196827,2.99,2,97.23
Rustomjee Lakeside,1 BHK,21247438,61890,636,32634,Chembur,Mumbai,99acres,https://www.99acres.com/property/4585512,3.5,1,101.28
Tata Phase 3,4 BHK,97814776,251916,3116,32214,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/3888800,3.09,1,99.97
Mahindra Pinnacle,2 BHK,32883707,86692,1018,32222,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/3488918,3.16,1,100.0
Hiranandani Premia,2 BHK,24267800,53426,792,31963,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/4755307,2.64,1,99.19
Lodha Towers,2 BHK,36629452,87007,1087,32398,Chembur,Mumbai,99acres,https://www.99acres.com/property/5944654,2.85,1,100.54
Hiranandani Vista,3 BHK,43502172,87041,1346,32181,Chembur,Mumbai,99acres,https://www.99acres.com/property/2578948,2.4,2,99.87
Hiranandani Vista,3 BHK,43502172,87041,1346,32181,Chembur,Mumbai,Housing.com,https://housing.com/buy/2666919,2.4,2,99.87
Runwal Crown,3 BHK,59119209,123899,1774,31994,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/3863074,2.51,1,99.29
Dosti Gardens,3 BHK,52790732,130108,1746,31393,Chembur,Mumbai,99acres,https://www.99acres.com/property/7813470,2.96,1,97.43
Oberoi Skyline,2 BHK,29694467,72397,953,31337,Chembur,Mumbai,Housing.com,https://housing.com/buy/391104,2.93,2,97.25
Oberoi Skyline,2 BHK,29694467,72397,953,31337,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/3704672,2.93,2,97.25
Wadhwa Regent,2 BHK,35171993,102121,1098,32307,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/3291432,3.48,1,100.26
Tata Habitat,3 BHK,49611321,109873,1502,33006,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/5739485,2.66,1,102.43
Tata Palava,2 BHK,30570529,51119,952,32445,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/4734095,2.01,2,100.69
Tata Palava,2 BHK,30570529,51119,952,32445,Chembur,Mumbai,99acres,https://www.99acres.com/property/911006,2.01,2,100.69
Shapoorji Gardens,2 BHK,36058025,101397,1074,31982,Chembur,Mumbai,Housing.com,https://housing.com/buy/9505843,3.37,1,99.25
Runwal Serenity,2 BHK,35453634,89427,1128,32615,Chembur,Mumbai,Housing.com,https://housing.com/buy/3226731,3.03,2,101.22
Runwal Serenity,2 BHK,35453634,89427,1128,32615,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/2408496,3.03,2,101.22
Dosti Premia,2 BHK,24962012,65255,749,32223,Chembur,Mumbai,99acres,https://www.99acres.com/property/556042,3.14,1,100.0
Piramal Exotica,2 BHK,29376821,70799,910,32580,Chembur,Mumbai,99acres,https://www.99acres.com/property/1869932,2.89,1,101.11
Lodha Palava,3 BHK,51126797,112566,1518,32259,Chembur,Mumbai,Housing.com,https://housing.com/buy/5056007,2.64,1,100.11
Dosti Skyline,3 BHK,60587883,151336,1904,32555,Chembur,Mumbai,Housing.com,https://housing.com/buy/3022825,3.0,1,101.03
Hiranandani Riviera,2 BHK,28794164,80707,871,32137,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/6854667,3.36,1,99.73
Rustomjee City,3 BHK,36886768,61974,1176,32763,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/6938882,2.02,3,101.68
Rustomjee City,3 BHK,36886768,61974,1176,32763,Chembur,Mumbai,MagicBricks,https://www.magicbricks.com/property/4347843,2.02,3,101.68
Rustomjee City,3 BHK,36886768,61974,1176,32763,Chembur,Mumbai,99acres,https://www.99acres.com/property/2799342,2.02,3,101.68
L&T Phase 3,2 BHK,27873674,51216,867,31656,Chembur,Mumbai,99acres,https://www.99acres.com/property/7340575,2.2,1,98.24
Oberoi Emerald,3 BHK,43443973,97552,1319,31520,Chembur,Mumbai,99acres,https://www.99acres.com/property/1325311,2.69,2,97.82
Oberoi Emerald,3 BHK,43443973,97552,1319,31520,Chembur,Mumbai,NoBroker,https://www.nobroker.in/property/8873560,2.69,2,97.82
L&T Skyline,2 BHK,36382295,73979,1165,32479,Andheri,Mumbai,MagicBricks,https://www.magicbricks.com/property/9191069,2.44,1,100.8
Tata Grandeur,2 BHK,30430620,72950,1000,29846,Andheri,Mumbai,NoBroker,https://www.nobroker.in/property/2296816,2.88,1,92.62
Kalpataru Phase 2,3 BHK,39120186,94386,1321,30689,Andheri,Mumbai,Housing.com,https://housing.com/buy/7041971,2.9,1,95.24
Shapoorji Pinnacle,3 BHK,54172845,116957,1860,28568,Andheri,Mumbai,NoBroker,https://www.nobroker.in/property/2877189,2.59,1,88.66
Rustomjee Pinnacle,2 BHK,30598125,59445,938,32683,Andheri,Mumbai,Housing.com,https://housing.com/buy/7166049,2.33,1,101.43
Hiranandani Emerald,2 BHK,31723139,87703,1086,30177,Andheri,Mumbai,99acres,https://www.99acres.com/property/8806402,3.32,1,93.65
Tata Luxuria,1 BHK,13165221,29604,462,29620,Andheri,Mumbai,99acres,https://www.99acres.com/property/8732350,2.7,1,91.92
Oberoi Regent,3 BHK,44561663,125538,1324,33101,Andheri,Mumbai,Housing.com,https://housing.com/buy/1693379,3.38,1,102.73
Wadhwa Crown,2 BHK,29779448,57677,965,31357,Andheri,Mumbai,99acres,https://www.99acres.com/property/3685170,2.32,1,97.31
Mahindra Crown,3 BHK,42688613,84536,1286,32267,Andheri,Mumbai,Housing.com,https://housing.com/buy/6353516,2.38,2,100.14
Mahindra Crown,3 BHK,42688613,84536,1286,32267,Andheri,Mumbai,NoBroker,https://www.nobroker.in/property/5322205,2.38,2,100.14
Kanakia Grandeur,4 BHK,59460542,172224,2119,27796,Andheri,Mumbai,MagicBricks,https://www.magicbricks.com/property/5992291,3.48,1,86.26
Shapoorji Boulevard,3 BHK,57249411,148502,1801,32677,Andheri,Mumbai,MagicBricks,https://www.magicbricks.com/property/6298203,3.11,1,101.41
Tata Phase 1,2 BHK,25729399,54490,775,34075,Andheri,Mumbai,MagicBricks,https://www.magicbricks.com/property/2512597,2.54,2,105.75
Tata Phase 1,2 BHK,25729399,54490,775,34075,Andheri,Mumbai,99acres,https://www.99acres.com/property/2191081,2.54,2,105.75
Shapoorji Boulevard,1 BHK,13850514,23624,459,30734,Andheri,Mumbai,NoBroker,https://www.nobroker.in/property/800924,2.05,1,95.38
Wadhwa Serenity,2 BHK,32609592,73308,1029,31972,Andheri,Mumbai,MagicBricks,https://www.magicbricks.com/property/3089985,2.7,1,99.22
Godrej Meadows,4 BHK,97662701,182380,3354,29680,Andheri,Mumbai,Housing.com,https://housing.com/buy/6367746,2.24,1,92.11
Wadhwa Habitat,2 BHK,20616822,56394,761,28497,Andheri,Mumbai,Housing.com,https://housing.com/buy/6649594,3.28,1,88.44
Dosti Boulevard,2 BHK,28466432,60012,978,29191,Andheri,Mumbai,Housing.com,https://housing.com/buy/6662983,2.53,1,90.59
